sum;cargo;mes
3391625;Tecnología y Analisis de Alimentos (Tecnología Alimentaria y Bromatología);julio
8679638;Teoría y Práctica De La Educación Física;agosto
8679638;Teoría y Práctica De La Educación Física;julio
8679638;Teoría y Práctica De La Educación Física;junio
8170117;Trabajador/a Social;julio
8170117;Trabajador/a Social;junio
8170117;Trabajador/a Social;agosto
81555577;TRABAJADOR SOCIAL I;julio
81555577;TRABAJADOR SOCIAL I;agosto
81555577;TRABAJADOR SOCIAL I;junio
5090988;TRABAJADOR SOCIAL II;junio
5090988;TRABAJADOR SOCIAL II;agosto
5090988;TRABAJADOR SOCIAL II;julio
4974696;TRABAJADOR SOCIAL III;junio
4974696;TRABAJADOR SOCIAL III;agosto
4974696;TRABAJADOR SOCIAL III;julio
5320010;Turismo y Ecoturismo;agosto
5320010;Turismo y Ecoturismo;julio
5320010;Turismo y Ecoturismo;junio
4140076;Tutora de Becarios;julio
4380261;Tutora de Becarios;junio
4140076;Tutora de Becarios;agosto
19162000;Tutor Área de Ciencias Básicas - EMA;junio
21674500;Tutor Área de Ciencias Básicas - EMA;agosto
20937500;Tutor Área de Ciencias Básicas - EMA;julio
20267500;Tutor Área de Ciencias Sociales - EMA;junio
21741500;Tutor Área de Ciencias Sociales - EMA;julio
22478500;Tutor Área de Ciencias Sociales - EMA;agosto
21373000;Tutor Área de Comunicación (Castellana) - EMA;junio
23584000;Tutor Área de Comunicación (Castellana) - EMA;agosto
22847000;Tutor Área de Comunicación (Castellana) - EMA;julio
21373000;Tutor Área de Matemática - EMA;agosto
19899000;Tutor Área de Matemática - EMA;junio
20267500;Tutor Área de Matemática - EMA;julio
2177500;Tutor Catedrático de la Educ Media para Jóvenes y Adultas (Castellano - Guaraní);agosto
3316464;Tutor Catedrático de la Educ Media para Jóvenes y Adultas (Medio Natural);julio
3316464;Tutor Catedrático de la Educ Media para Jóvenes y Adultas (Medio Natural);junio
3316464;Tutor Catedrático de la Educ Media para Jóvenes y Adultas (Medio Natural);agosto
12370628;VERIFICADOR DE INGRESOS DE RECURSOS;agosto
12370628;VERIFICADOR DE INGRESOS DE RECURSOS;julio
10652340;VERIFICADOR DE INGRESOS DE RECURSOS;junio
18549392;Vicedirector en Educación Inicial y EEB;junio
18549392;Vicedirector en Educación Inicial y EEB;julio
15049392;Vicedirector en Educación Inicial y EEB;agosto
3042149085;VICE DIRECTOR I;julio
3023883229;VICE DIRECTOR I;agosto
3042023781;VICE DIRECTOR I;junio
27250000;VICE DIRECTOR II;junio
23850000;VICE DIRECTOR II;agosto
23850000;VICE DIRECTOR II;julio
1658232;VICE-MINISTRO;junio
1658232;VICE-MINISTRO;agosto
1658232;VICE-MINISTRO;julio
